Waviness,AI_Score,Category
0.0,41.73731614773059,Normal
0.0,17.782378904287253,Conservative
0.0,11.98650868920821,Conservative
0.0,14.976723130010802,Conservative
0.0,12.08733851126198,Conservative
0.0,15.18891546523064,Conservative
0.0,15.567355952685707,Conservative
0.0,14.537310620680968,Conservative
0.0,13.423346628349938,Conservative
0.0,15.520019766721383,Conservative
0.0,11.884575720622284,Conservative
0.24834930431895863,21.350409049968803,Conservative
0.0,13.205376571344035,Conservative
0.0,15.164800548236453,Conservative
0.0,15.542445753772737,Conservative
0.0,41.705477957458164,Normal
0.0,17.715279064295757,Conservative
0.0,10.89493616314116,Conservative
0.0,13.463169906231071,Conservative
0.0,10.736406399318824,Conservative
0.2582490210355992,20.55072549834691,Conservative
0.0,14.49741863070476,Conservative
0.0,13.936212984856391,Conservative
0.0,12.759282612015923,Conservative
0.0,15.374270158329772,Conservative
0.3201951941890968,19.208659456752574,Conservative
1.1872880891186313,44.88856008789697,Normal
0.0,12.735761059164572,Conservative
0.0,15.066564850485017,Conservative
0.0,15.40923365655556,Conservative
0.0,42.189669670529,Normal
0.0,17.549452189734648,Conservative
0.0,10.007843336944457,Conservative
0.0,12.032560682451331,Conservative
0.0,9.518973528126493,Conservative
1.2049649068815498,44.35459592640589,Normal
0.0,13.63397549752727,Conservative
0.0,13.456244545106145,Conservative
0.5889393516068981,27.849891775735756,Conservative
0.0,15.247748351171433,Conservative
0.2977082219457934,17.617563626526653,Conservative
1.959852550176178,51.81027182133704,Normal
0.0,12.361436641671485,Conservative
0.0,14.980587932100518,Conservative
0.0,15.291718428858275,Conservative
0.9723876075798135,69.18534015575514,Normal
0.0,17.096802163166767,Conservative
0.0,9.250214463042012,Conservative
0.0,10.684895458671594,Conservative
0.0,8.542578705820105,Conservative
1.9486069652718108,50.89113868616625,Normal
0.0,12.88299159525553,Conservative
0.2682470063135196,20.2215877889226,Conservative
1.538843834207599,51.55083625642701,Normal
0.0,15.137633705860793,Conservative
0.22516966323896348,14.89828440796987,Conservative
1.3206122629414772,46.73765817303788,Normal
0.0,12.060662115663535,Conservative
0.0,14.905213261250905,Conservative
0.0,15.187853982940947,Conservative
1.8664410571757353,84.48076183578749,Aggressive
0.0,16.66137056953997,Conservative
0.0,8.578371306530116,Conservative
0.0,9.42017423489186,Conservative
0.0,7.833711953570337,Conservative
1.3154432552567403,46.04468121922001,Normal
0.0,12.245521097613238,Conservative
1.221792120201787,45.31415182766768,Normal
1.685685002464675,51.1955620340303,Normal
0.0,15.04158414635634,Conservative
0.15885546122056127,12.58828446710481,Conservative
0.8709630475390249,34.53250037053813,Conservative
0.0,11.817833628046824,Conservative
0.0,14.839036207494754,Conservative
0.0,15.095901390634678,Conservative
1.4563210718494215,85.05926677298599,Aggressive
0.0,16.25409625079156,Conservative
0.0,7.960716975947318,Conservative
0.0,8.23839701111212,Conservative
0.0,7.598955579200739,Conservative
0.867584608907956,34.15558544253234,Conservative
0.0,11.728649508710982,Conservative
1.9231763629718666,52.43295795666461,Normal
1.1215574117308975,41.126892742584005,Normal
0.0,14.933569086534625,Conservative
0.10879194309605111,11.398178977939835,Conservative
0.5676853711424652,26.27333171631004,Conservative
0.0,11.609660240849408,Conservative
0.0,14.75789824936272,Conservative
0.0,14.992684106305992,Conservative
0.9723531936411636,73.85955443179834,Aggressive
0.0,15.861077661924728,Conservative
0.0,7.379498225893699,Conservative
0.0,7.13956378733238,Conservative
0.0,7.830961560122487,Conservative
0.5645743250607342,26.10562952924626,Conservative
0.0,11.578282947995282,Conservative
1.2809687942378765,46.731310989327525,Normal
0.7332010039309953,30.769274577391858,Conservative
0.0,14.796237625514719,Conservative
0.07316996151274324,10.570078896046262,Conservative
0.36765762907842436,20.788207960696873,Conservative
0.0,11.419909244767776,Conservative
0.0,14.645425105870876,Conservative
0.0,14.862511735317046,Conservative
0.6398105637893634,66.45365512332474,Normal
0.0,15.495612516116022,Conservative
0.0,6.827921256122221,Conservative
0.0,6.167200645405263,Conservative
0.0,8.044722906238768,Conservative
0.3645364422784052,20.784724771585513,Conservative
0.0,11.56573335990943,Conservative
0.8324431268920034,34.87766059748809,Conservative
0.47453761725326515,23.853274763239323,Conservative
0.0,14.646145935557877,Conservative
0.048708168698347265,10.020125662137492,Conservative
0.237338701302221,17.18038485470623,Conservative
0.0,11.249844540734982,Conservative
0.0,14.517554702515916,Conservative
0.0,14.719963766585535,Conservative
0.4170212452420019,61.71869079023398,Normal
0.0,15.164127563929691,Conservative
0.0,6.317181927474973,Conservative
0.0,5.562029870032894,Conservative
0.0,8.242108295835651,Conservative
0.23430925367340905,17.313687003617748,Conservative
0.0,11.543035581320993,Conservative
0.5328500835092932,26.970747901875253,Conservative
0.30538513615633,19.31318701606446,Conservative
0.0,14.494477339731326,Conservative
0.032228429428455385,9.666912199363557,Conservative
0.15298378007370417,14.815343175494796,Conservative
0.0,11.09952658491853,Conservative
0.0,14.385303700484881,Conservative
0.0,14.575014164701244,Conservative
0.2702169972019961,58.86260183375752,Normal
0.0,14.868669721061883,Conservative
0.0,5.870949614178264,Conservative
0.0,5.200998085836483,Conservative
0.0,8.423985971492973,Conservative
0.15021193788815346,15.064871434862914,Conservative
0.0,11.51437398667103,Conservative
0.337842479195632,21.833922576391217,Conservative
0.19590961954462216,16.357775531878456,Conservative
0.0,14.348194530770883,Conservative
0.021245773520886857,9.447099258147187,Conservative
0.09855816986949328,13.26440800249982,Conservative
0.0,10.968217093954449,Conservative
0.0,14.255739706112266,Conservative
0.0,14.434018982360126,Conservative
0.1743636120196035,57.24286702300871,Normal
0.0,14.6086260541719,Conservative
0.0,5.493391759278119,Conservative
0.0,4.987900648473626,Conservative
0.0,8.591290052060662,Conservative
0.09615797009598026,13.61210299349825,Conservative
0.0,11.482642066584171,Conservative
0.2128917841227211,18.551055186484362,Conservative
0.12547108389361306,14.439784670669203,Conservative
0.0,14.211238148300875,Conservative
0.013973035242910825,9.315510960465932,Conservative
0.06349352137747566,12.244639643045879,Conservative
0.0,10.854706443514456,Conservative
0.0,14.133045484376378,Conservative
0.0,14.300715831075872,Conservative
